Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature_Difference,Mechanical_Power,Thermal_Load_Index,Torque_Speed_Interaction,Temperature_Ratio,Wear_Load_Index,Machine failure
L,302.0,310.4,1591,29.8,105,8.399999999999977,4964.952085782285,41705.597520571086,47411.8,1.0278145695364238,3129.0,0
L,302.1,310.5,1696,30.9,107,8.399999999999977,5487.985374702937,46099.07714750455,52406.399999999994,1.0278053624627606,3306.2999999999997,0
L,302.2,310.6,1346,47.5,109,8.400000000000034,6695.257543575447,56240.16336603399,63935.0,1.027796161482462,5177.5,1
M,302.2,310.5,1507,40.4,111,8.300000000000011,6375.631906999221,52917.74482809361,60882.799999999996,1.0274652547981469,4484.4,0
H,302.3,310.6,1525,48.7,114,8.300000000000011,7777.274413349332,64551.37763079954,74267.5,1.0274561693681774,5551.8,0
M,302.3,310.7,1559,33.9,119,8.399999999999977,5534.449530049531,46489.37605241594,52850.1,1.0277869665894805,4034.1,0
L,302.2,310.6,1632,30.5,122,8.400000000000034,5212.530530836185,43785.25645902413,49776.0,1.027796161482462,3721.0,0
L,302.1,310.5,1559,36.0,124,8.399999999999977,5877.291536335785,49369.24890522046,56124.0,1.0278053624627606,4464.0,0
M,302.2,310.6,1355,51.5,126,8.400000000000034,7307.606311637658,61383.89301775658,69782.5,1.027796161482462,6489.0,1
M,302.2,310.5,1832,23.7,129,8.300000000000011,4546.764215687436,37738.14299020577,43418.4,1.0274652547981469,3057.2999999999997,0
L,302.2,310.6,1386,50.0,132,8.400000000000034,7257.079029792422,60959.463850256594,69300.0,1.027796161482462,6600.0,0
M,302.2,310.6,1346,49.2,134,8.400000000000034,6934.877287240252,58252.96921281836,66223.2,1.027796161482462,6592.8,1
L,302.3,310.7,1499,37.8,137,8.399999999999977,5933.651708541186,49842.67435174583,56662.2,1.0277869665894805,5178.599999999999,0
L,302.3,310.7,1612,33.4,139,8.399999999999977,5638.195391446577,47360.84128815112,53840.799999999996,1.0277869665894805,4642.599999999999,0
M,302.3,310.7,1544,39.7,141,8.399999999999977,6418.985885618761,53919.48143919745,61296.8,1.0277869665894805,5597.700000000001,0
L,302.5,310.9,1477,39.2,144,8.399999999999977,6063.106269820109,50930.09266648878,57898.4,1.0277685950413222,5644.8,0
L,302.5,310.9,1624,34.4,146,8.399999999999977,5850.231951612865,49141.94839354793,55865.6,1.0277685950413222,5022.4,0
L,302.4,310.9,1349,46.1,148,8.5,6512.40637916101,55355.45422286858,62188.9,1.0281084656084656,6822.8,1
L,302.4,310.8,1686,28.8,150,8.400000000000034,5084.856205394296,42712.79212531226,48556.8,1.027777777777778,4320.0,0
M,302.4,310.7,1521,40.4,152,8.300000000000011,6434.861400494902,53409.34962410776,61448.4,1.02744708994709,6140.8,0
L,302.4,310.7,1362,54.8,155,8.300000000000011,7816.031194719118,64873.05891616877,74637.59999999999,1.02744708994709,8494.0,1
L,302.3,310.7,1402,50.9,157,8.399999999999977,7472.990220898137,62773.11785554418,71361.8,1.0277869665894805,7991.3,0
L,302.2,310.6,1334,53.2,159,8.400000000000034,7431.83535713611,62427.41699994358,70968.8,1.027796161482462,8458.800000000001,1
L,302.2,310.6,1348,48.4,161,8.400000000000034,6832.251927222986,57390.91618867331,65243.2,1.027796161482462,7792.4,1
M,302.2,310.6,1570,34.6,163,8.400000000000034,5688.586537610158,47784.126915925524,54322.0,1.027796161482462,5639.8,0
M,302.2,310.7,1601,33.0,166,8.5,5532.658822236985,47027.59998901437,52833.0,1.028127068166777,5478.0,0
M,302.3,310.8,1611,31.8,169,8.5,5364.772110829146,45600.56294204774,51229.8,1.028117763810784,5374.2,0
L,302.4,310.9,1560,31.8,172,8.5,5194.937611976082,44156.9697017967,49608.0,1.0281084656084656,5469.6,0
H,302.4,310.9,1444,40.7,174,8.5,6154.463784186501,52312.94216558526,58770.8,1.0281084656084656,7081.8,0
L,302.4,311.0,1317,59.4,179,8.600000000000023,8192.20549905996,70452.96729191585,78229.8,1.0284391534391535,10632.6,0
M,302.5,311.0,1463,43.1,181,8.5,6603.135574996683,56126.65238747181,63055.3,1.028099173553719,7801.1,0
L,302.4,311.1,1634,34.2,184,8.700000000000045,5852.033131400924,50912.6882431883,55882.8,1.0287698412698414,6292.8,0
L,302.4,311.0,1423,46.2,186,8.600000000000023,6884.548972929745,59207.12116719596,65742.6,1.0284391534391535,8593.2,0
L,302.5,311.0,1548,38.4,188,8.5,6224.87734752896,52911.45745399616,59443.2,1.028099173553719,7219.2,0
M,302.5,311.0,1563,35.6,190,8.5,5826.900390172204,49528.65331646374,55642.8,1.028099173553719,6764.0,0
L,302.4,311.0,1573,36.5,193,8.600000000000023,6012.432380317706,51706.91847073241,57414.5,1.0284391534391535,7044.5,0
M,302.4,311.1,1432,44.5,195,8.700000000000045,6673.161675245199,58056.50657463354,63724.0,1.0287698412698414,8677.5,0
M,302.5,311.1,1638,32.0,198,8.600000000000023,5488.990684352087,47205.31988542807,52416.0,1.0284297520661159,6336.0,0
L,302.5,311.1,1571,34.2,201,8.600000000000023,5626.403947020105,48387.073944373034,53728.200000000004,1.0284297520661159,6874.200000000001,0
L,302.4,311.0,2211,15.4,203,8.600000000000023,3565.644829971344,30664.54553775364,34049.4,1.0284391534391535,3126.2000000000003,0
L,302.4,311.0,1555,40.6,205,8.600000000000023,6611.272299969481,56856.94177973768,63133.0,1.0284391534391535,8323.0,0
M,302.3,310.9,1558,31.9,207,8.599999999999966,5204.592773398113,44759.4978512236,49700.2,1.0284485610320873,6603.299999999999,0
M,302.3,310.9,1523,43.2,210,8.599999999999966,6889.889680440848,59253.051251791054,65793.6,1.0284485610320873,9072.0,0
L,302.3,310.8,1723,26.3,213,8.5,4745.365231271871,40335.60446581091,45314.9,1.028117763810784,5601.900000000001,0
M,302.3,310.8,1721,28.4,215,8.5,5118.324639130538,43505.75943260958,48876.399999999994,1.028117763810784,6106.0,0
M,302.3,310.9,1710,30.4,218,8.599999999999966,5443.751750140394,46816.2650512072,51984.0,1.0284485610320873,6627.2,1
M,302.3,310.9,1627,32.3,0,8.599999999999966,5503.243043023872,47327.890170005114,52552.1,1.0284485610320873,0.0,0
M,302.2,310.8,1422,47.0,3,8.600000000000023,6998.840113667341,60190.024977539295,66834.0,1.028457974851092,141.0,0
L,302.1,310.8,1565,35.3,6,8.699999999999989,5785.190511708043,50331.15745185991,55244.49999999999,1.0287984111221449,211.79999999999998,0
L,302.1,310.7,1314,52.8,8,8.599999999999966,7265.372834397899,62482.20637582168,69379.2,1.0284673949023502,422.4,1
M,302.0,310.6,1392,60.5,10,8.600000000000023,8819.078897157267,75844.0785155527,84216.0,1.028476821192053,605.0,0
L,302.1,310.7,1465,40.7,13,8.599999999999966,6243.967758887275,53698.122726430345,59625.50000000001,1.0284673949023502,529.1,0
L,301.9,310.6,1573,36.6,15,8.700000000000045,6028.904797798028,52451.47174084312,57571.8,1.028817489234846,549.0,0
M,302.0,310.7,2157,17.8,17,8.699999999999989,4020.673109917289,34979.85605628037,38394.6,1.0288079470198674,302.6,0
L,301.9,310.7,1370,50.3,20,8.800000000000011,7216.343045050874,63503.81879644778,68911.0,1.0291487247432924,1006.0,0
L,301.9,310.6,1462,38.8,22,8.700000000000045,5940.290941015773,51680.53118683749,56725.6,1.028817489234846,853.5999999999999,0
M,302.0,310.6,1479,40.5,24,8.600000000000023,6272.66097179006,53944.88435739466,59899.5,1.028476821192053,972.0,0
L,301.9,310.7,1717,26.8,27,8.800000000000011,4818.742363684216,42404.93280042116,46015.6,1.0291487247432924,723.6,0
M,301.9,310.6,1260,65.9,29,8.700000000000045,8695.300146605829,75649.1112754711,83034.0,1.028817489234846,1911.1000000000001,0
L,301.9,310.6,1467,39.3,32,8.700000000000045,6037.418513889256,52525.54107083681,57653.1,1.028817489234846,1257.6,0
M,302.0,310.6,1535,38.6,34,8.600000000000023,6204.750210594962,53360.85181111681,59251.0,1.028476821192053,1312.4,0
L,302.0,310.7,1657,31.9,37,8.699999999999989,5535.3082320415115,48157.18161876109,52858.299999999996,1.0288079470198674,1180.3,0
L,302.0,310.7,1698,28.1,39,8.699999999999989,4996.577451828422,43470.22383090722,47713.8,1.0288079470198674,1095.9,0
L,302.1,310.7,1359,49.3,41,8.599999999999966,7016.0874573355495,60338.352133085486,66998.7,1.0284673949023502,2021.3,1
L,302.1,310.8,1596,37.1,43,8.699999999999989,6200.624252243247,53945.43099451617,59211.600000000006,1.0287984111221449,1595.3,0
L,302.2,310.8,1383,46.9,45,8.600000000000023,6792.406060399955,58414.692119439766,64862.7,1.028457974851092,2110.5,0
L,302.2,310.8,2203,16.6,47,8.600000000000023,3829.5805007749345,32934.39230666452,36569.8,1.028457974851092,780.2,0
M,302.2,310.8,1408,46.8,49,8.600000000000023,6900.445431756908,59343.830713109564,65894.4,1.028457974851092,2293.2,0
L,302.2,310.8,1673,32.9,52,8.600000000000023,5763.953345369777,49569.99877018021,55041.7,1.028457974851092,1710.8,0
L,302.2,310.8,1340,47.8,54,8.600000000000023,6707.509754924447,57684.5838923504,64051.99999999999,1.028457974851092,2581.2,0
L,302.2,310.9,1452,42.3,56,8.699999999999989,6431.8454715474545,55957.05560246278,61419.6,1.028788881535407,2368.7999999999997,0
M,302.2,310.9,1302,53.4,58,8.699999999999989,7280.829470253561,63343.216391205904,69526.8,1.028788881535407,3097.2,0
H,302.2,310.9,1522,35.9,61,8.699999999999989,5721.866475787186,49780.23833934845,54639.799999999996,1.028788881535407,2189.9,0
L,302.2,310.8,1438,41.4,66,8.600000000000023,6234.302125489729,53614.99827921182,59533.2,1.028457974851092,2732.4,0
L,302.2,310.9,1604,40.5,68,8.699999999999989,6802.804732083338,59184.40116912497,64962.0,1.028788881535407,2754.0,0
L,302.2,311.0,1832,23.2,70,8.800000000000011,4450.840919997828,39167.400095980935,42502.4,1.029119788219722,1624.0,0
M,302.3,311.0,1521,34.8,72,8.699999999999989,5542.9004142876865,48223.23360430281,52930.799999999996,1.0287793582533906,2505.6,0
L,302.3,311.0,1446,37.6,75,8.699999999999989,5693.571197953855,49534.06942219847,54369.6,1.0287793582533906,2820.0,0
L,302.4,311.1,1905,20.9,77,8.700000000000045,4169.364690211693,36273.47280484192,39814.5,1.0287698412698414,1609.3,0
L,302.4,311.0,1475,47.9,79,8.600000000000023,7398.712498591762,63628.92748788932,70652.5,1.0284391534391535,3784.1,0
L,302.4,311.0,1462,48.5,81,8.600000000000023,7425.363676269715,63858.12761591972,70907.0,1.0284391534391535,3928.5,0
M,302.4,310.9,1435,42.3,83,8.5,6356.541495640907,54030.60271294771,60700.49999999999,1.0281084656084656,3510.8999999999996,0
L,302.4,310.9,1469,39.6,86,8.5,6091.799482722896,51780.295603144616,58172.4,1.0281084656084656,3405.6,0
M,302.6,311.1,1520,43.0,88,8.5,6844.483194620962,58178.10715427818,65360.0,1.0280898876404494,3784.0,0
L,302.6,311.0,1537,35.5,91,8.399999999999977,5713.876358471555,47996.56141116093,54563.5,1.0277594183740912,3230.5,0
L,302.6,311.0,1369,60.0,93,8.399999999999977,8601.680685528854,72254.11775844218,82140.0,1.0277594183740912,5580.0,1
L,302.6,311.0,1506,37.2,95,8.399999999999977,5866.735785019724,49280.58059416555,56023.200000000004,1.0277594183740912,3534.0000000000005,0
L,302.5,310.9,1330,56.9,97,8.399999999999977,7924.876908190492,66568.96602879996,75677.0,1.0277685950413222,5519.3,1
L,302.6,311.0,1660,38.0,99,8.399999999999977,6605.722152948138,55488.06608476421,63080.0,1.0277594183740912,3762.0,0
H,302.5,310.9,1356,55.5,101,8.399999999999977,7880.9993307953555,66200.39437868081,75258.0,1.0277685950413222,5605.5,1
H,302.6,311.0,1438,51.0,106,8.399999999999977,7679.937400965608,64511.47416811093,73338.0,1.0277594183740912,5406.0,0
M,302.6,311.0,1329,48.6,111,8.399999999999977,6763.786151325753,56815.80367113617,64589.4,1.0277594183740912,5394.6,1
L,302.6,311.0,1284,68.0,114,8.399999999999977,9143.291259007734,76803.64657566475,87312.0,1.0277594183740912,7752.0,1
M,302.5,311.0,1387,52.1,116,8.5,7567.332248285438,64322.32411042623,72262.7,1.028099173553719,6043.6,0
M,302.6,311.0,1591,33.9,119,8.399999999999977,5648.049520403337,47443.6159713879,53934.899999999994,1.0277594183740912,4034.1,0
M,302.6,311.0,1589,39.0,122,8.399999999999977,6489.5879445204355,54512.53873397151,61971.0,1.0277594183740912,4758.0,0
M,302.7,311.1,1297,60.7,125,8.400000000000034,8244.366409085063,69252.67783631482,78727.90000000001,1.0277502477700695,7587.5,1
L,302.7,311.2,1545,35.1,128,8.5,5678.8999602615895,48270.64966222351,54229.5,1.0280806078625702,4492.8,0
H,302.7,311.1,1418,43.4,130,8.400000000000034,6444.5793937700055,54134.46690766827,61541.2,1.0277502477700695,5642.0,0
L,302.7,311.1,1730,28.1,135,8.400000000000034,5090.74145563202,42762.22822730914,48613.0,1.0277502477700695,3793.5,0
L,302.6,311.0,2001,20.7,137,8.399999999999977,4337.565560884891,36435.55071143299,41420.7,1.0277594183740912,2835.9,0
L,302.6,311.0,1620,36.2,139,8.399999999999977,6141.185319237328,51585.956681593416,58644.00000000001,1.0277594183740912,5031.8,0
M,302.6,311.0,1542,39.7,141,8.399999999999977,6410.671137062261,53849.63755132284,61217.4,1.0277594183740912,5597.700000000001,0
L,302.6,311.0,1424,38.0,144,8.399999999999977,5666.59538903503,47599.40126789412,54112.0,1.0277594183740912,5472.0,0
L,302.7,311.1,1440,39.5,146,8.400000000000034,5956.459671206248,50034.26123813268,56880.0,1.0277502477700695,5767.0,0
L,302.6,311.0,1520,42.8,148,8.399999999999977,6812.648389064586,57226.246468142366,65055.99999999999,1.0277594183740912,6334.4,0
L,302.7,311.0,1694,29.8,150,8.300000000000011,5286.378902146569,43876.944887816586,50481.200000000004,1.0274198876775686,4470.0,0
L,302.6,311.0,1610,39.2,152,8.399999999999977,6609.073185111968,55516.21475494038,63112.00000000001,1.0277594183740912,5958.400000000001,0
L,302.6,310.9,1331,52.0,154,8.299999999999955,7247.863691341892,60157.26863813738,69212.0,1.0274289491077329,8008.0,1
L,302.6,310.8,1470,41.2,156,8.199999999999989,6342.247249067075,52006.427442349945,60564.00000000001,1.0270984798413747,6427.200000000001,0
L,302.5,310.8,1577,36.9,158,8.300000000000011,6093.778686094657,50578.36309458572,58191.299999999996,1.0274380165289256,5830.2,0
L,302.6,310.8,1486,36.4,160,8.199999999999989,5664.333442324444,46447.53422706038,54090.4,1.0270984798413747,5824.0,0
L,302.4,310.6,1445,40.3,162,8.200000000000045,6098.197859760707,50005.22245003807,58233.49999999999,1.0271164021164023,6528.599999999999,0
M,302.4,310.5,1500,36.7,164,8.100000000000023,5764.822519337272,46695.06240663203,55050.00000000001,1.0267857142857144,6018.8,0
M,302.2,310.4,1456,47.5,167,8.199999999999989,7242.418264075669,59387.8297654204,69160.0,1.0271343481138318,7932.5,0
L,302.2,310.4,1743,28.1,170,8.199999999999989,5128.995582177233,42057.76377385325,48978.3,1.0271343481138318,4777.0,0
L,302.0,310.1,1409,50.4,172,8.100000000000023,7436.526802165471,60235.86709754048,71013.59999999999,1.0268211920529802,8668.8,0
L,302.0,310.1,1361,45.4,174,8.100000000000023,6470.570836990706,52411.62377962487,61789.4,1.0268211920529802,7899.599999999999,1
L,302.1,310.1,1753,28.9,176,8.0,5305.280817945667,42442.246543565336,50661.7,1.0264812975835815,5086.4,0
L,302.0,310.0,1832,22.9,178,8.0,4393.286942584062,35146.295540672494,41952.799999999996,1.0264900662251655,4076.2,0
L,301.9,309.9,1374,48.5,180,8.0,6978.419761419007,55827.35809135206,66639.0,1.0264988406757205,8730.0,1
M,301.8,309.9,1334,61.0,182,8.099999999999966,8521.465353107194,69023.86936016798,81374.0,1.0268389662027833,11102.0,1
L,301.8,310.0,1493,40.3,185,8.199999999999989,6300.767754064176,51666.29558332617,60167.899999999994,1.027170311464546,7455.499999999999,0
L,301.7,309.9,1317,49.0,187,8.199999999999989,6757.879957137004,55414.61564852335,64533.0,1.027179317202519,9163.0,1
M,301.7,309.9,1434,47.9,189,8.199999999999989,7193.053371512261,58983.03764640046,68688.59999999999,1.027179317202519,9053.1,0
M,301.7,309.9,1457,39.2,192,8.199999999999989,5981.005981806296,49044.249050811566,57114.4,1.027179317202519,7526.400000000001,0
M,301.7,310.0,1391,50.6,195,8.300000000000011,7370.6580761952055,61176.46203242029,70384.6,1.0275107722903547,9867.0,0
M,301.8,310.0,1781,23.9,198,8.199999999999989,4457.490624447925,36551.42312047294,42565.899999999994,1.027170311464546,4732.2,0
L,301.8,310.0,1642,32.6,201,8.199999999999989,5605.564715751292,45965.630669160535,53529.200000000004,1.027170311464546,6552.6,0
L,301.8,310.0,2032,19.0,203,8.199999999999989,4043.0203056598243,33152.76650641052,38608.0,1.027170311464546,3857.0,0
M,301.8,310.1,2372,13.9,205,8.300000000000011,3452.694102099279,28657.361047424056,32970.8,1.0275016567263089,2849.5,1
L,301.8,310.0,1393,44.9,208,8.199999999999989,6549.770387787704,53708.117179859095,62545.7,1.027170311464546,9339.199999999999,0
M,301.7,310.1,1743,27.3,210,8.400000000000034,4982.974355638378,41856.984587362545,47583.9,1.0278422273781904,5733.0,0
L,301.8,310.2,1457,40.4,213,8.399999999999977,6164.098001657509,51778.423213922935,58862.799999999996,1.0278330019880715,8605.199999999999,0
L,301.8,310.2,2825,5.8,215,8.399999999999977,1715.8331876356253,14412.998776139213,16385.0,1.0278330019880715,1247.0,1
M,301.8,310.2,1609,34.2,217,8.399999999999977,5762.497740773614,48404.98102249823,55027.8,1.0278330019880715,7421.400000000001,0
M,301.8,310.2,1437,42.3,0,8.399999999999977,6365.400786924031,53469.36661016172,60785.1,1.0278330019880715,0.0,0
L,301.7,310.1,1402,50.1,3,8.400000000000034,7355.536543555926,61786.50696587003,70240.2,1.0278422273781904,150.3,0
M,301.7,310.1,1644,34.6,5,8.400000000000034,5956.710998618535,50036.372388395896,56882.4,1.0278422273781904,173.0,0
L,301.7,310.2,1471,51.1,8,8.5,7871.585024810099,66908.47271088584,75168.1,1.028173682466026,408.8,0
L,301.7,310.1,2695,12.6,10,8.400000000000034,3555.968724598287,29870.13728662573,33957.0,1.0278422273781904,126.0,0
L,301.7,310.2,1435,48.1,12,8.5,7228.124017501836,61439.0541487656,69023.5,1.028173682466026,577.2,0
L,301.6,310.1,1694,26.3,14,8.5,4665.495474042106,39656.711529357905,44552.200000000004,1.028183023872679,368.2,0
L,301.6,310.1,1687,26.6,16,8.5,4699.215235190637,39943.32949912042,44874.200000000004,1.028183023872679,425.6,0
L,301.6,310.0,1869,22.9,18,8.399999999999977,4482.0159910969505,37648.93432521428,42800.1,1.0278514588859415,412.2,0
L,301.4,309.9,1259,63.9,20,8.5,8424.714771352139,71610.07555649318,80450.09999999999,1.0282017252820173,1278.0,1
H,301.4,309.9,1460,47.2,22,8.5,7216.447764805995,61339.80600085096,68912.0,1.0282017252820173,1038.4,0
M,301.3,309.9,1501,39.5,27,8.599999999999966,6208.7819211670685,53395.524522036576,59289.5,1.0285429804181878,1066.5,0
L,301.4,310.0,1776,25.6,30,8.600000000000023,4761.146498368404,40945.85988596838,45465.600000000006,1.0285335102853352,768.0,0
M,301.5,310.1,1468,40.8,32,8.600000000000023,6272.12690103895,53940.29134893511,59894.399999999994,1.0285240464344942,1305.6,0
L,301.5,310.1,1430,46.5,35,8.600000000000023,6963.340116681777,59884.725003463434,66495.0,1.0285240464344942,1627.5,0
L,301.4,310.1,1502,46.6,37,8.700000000000045,7329.67076404137,63768.13564716025,69993.2,1.028865295288653,1724.2,0
H,301.4,310.1,1623,32.3,39,8.700000000000045,5489.713250662412,47760.50528076323,52422.899999999994,1.028865295288653,1259.6999999999998,0
M,301.4,310.0,1651,29.8,44,8.600000000000023,5152.191007936238,44308.84266825176,49199.8,1.0285335102853352,1311.2,0
L,301.5,310.1,1639,33.4,47,8.600000000000023,5732.631666613486,49300.632332876114,54742.6,1.0285240464344942,1569.8,0
M,301.5,310.0,1417,44.6,49,8.5,6618.100028003283,56253.85023802791,63198.200000000004,1.0281923714759535,2185.4,0
L,301.5,310.1,1541,42.2,52,8.600000000000023,6809.9466193825,58565.54092668965,65030.200000000004,1.0285240464344942,2194.4,0
M,301.6,310.2,1411,45.1,54,8.599999999999966,6663.956808770181,57310.02855542333,63636.1,1.0285145888594163,2435.4,0
L,301.7,310.3,1397,44.6,57,8.600000000000023,6524.690006436546,56112.33405535445,62306.200000000004,1.0285051375538616,2542.2000000000003,0
L,301.7,310.2,1686,28.9,59,8.5,5102.51195610747,43371.35162691349,48725.399999999994,1.028173682466026,1705.1,0
M,301.7,310.1,1431,44.0,61,8.400000000000034,6593.574661354258,55386.02715537599,62964.0,1.0278422273781904,2684.0,0
L,301.8,310.3,1341,50.5,64,8.5,7091.674176580919,60279.23050093781,67720.5,1.0281643472498343,3232.0,1
